Hugo_Symbol	Entrez_Gene_Id	TARGET-30-PAAPFA-01	TARGET-30-PACRYY-01	TARGET-30-PACUGP-01	TARGET-30-PADENF-01	TARGET-30-PADIEY-01	TARGET-30-PADLIC-01	TARGET-30-PADLJN-01	TARGET-30-PADLPR-01	TARGET-30-PADMGA-01	TARGET-30-PADMTD-01	TARGET-30-PADPHP-01	TARGET-30-PADSEC-01	TARGET-30-PADUYJ-01	TARGET-30-PAKADI-01	TARGET-30-PAKAFK-01	TARGET-30-PALETP-01	TARGET-30-PALJVX-01	TARGET-30-PALNMX-01	TARGET-30-PALRIA-01	TARGET-30-PAPZYP-01	TARGET-30-PARABN-01	TARGET-30-PARACM-01	TARGET-30-PARAHE-01	TARGET-30-PARCWT-01	TARGET-30-PARDUJ-01	TARGET-30-PAREGK-01	TARGET-30-PARFBW-01	TARGET-30-PARGDJ-01	TARGET-30-PARGUX-01	TARGET-30-PARHYL-01	TARGET-30-PARIKF-01	TARGET-30-PARIKT-01	TARGET-30-PARIRD-01	TARGET-30-PARJAR-01	TARGET-30-PARJTB-01	TARGET-30-PARMFA-01	TARGET-30-PARMTT-01	TARGET-30-PARNCW-01	TARGET-30-PARNEE-01	TARGET-30-PARRBU-01	TARGET-30-PARSEA-01	TARGET-30-PARSHT-01	TARGET-30-PARUXY-01	TARGET-30-PARVME-01	TARGET-30-PARVRR-01	TARGET-30-PARXLM-01	TARGET-30-PARXZR-01	TARGET-30-PASATK-01	TARGET-30-PASAZJ-01	TARGET-30-PASBEN-01	TARGET-30-PASCKI-01	TARGET-30-PASCLP-01	TARGET-30-PASCUF-01	TARGET-30-PASDZJ-01	TARGET-30-PASFRV-01	TARGET-30-PASGPY-01	TARGET-30-PASJYB-01	TARGET-30-PASKJX-01	TARGET-30-PASLGS-01
MIR497	574456	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
BCL6B	255877	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
SLC16A11	162515	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
SLC16A13	201232	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
CLEC10A	10462	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
ASGR2	433	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
ASGR1	432	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
DLG4	1742	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
ACADVL	37	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
MIR324	442898	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
DVL2	1856	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
PHF23	79142	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
CTDNEP1	23399	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
GABARAP	11337	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
CLDN7	1366	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
SLC2A4	6517	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
YBX2	51087	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
EIF5A	1984	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
GPS2	2874	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
NEURL4	84461	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
ACAP1	9744	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
KCTD11	147040	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
TMEM95	339168	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
TNK1	8711	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
PLSCR3	57048	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
NLGN2	57555	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
SPEM1	374768	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
C17orf74	201243	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
TMEM102	284114	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
FGF11	2256	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
CHRNB1	1140	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
ZBTB4	57659	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
POLR2A	5430	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
SLC35G6	643664	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
SENP3-EIF4A1	100533955	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
SENP3	26168	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
TNFSF12-TNFSF13	407977	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
TNFSF12	8742	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
TNFSF13	8741	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
EIF4A1	1973	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
SNORA48	652965	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
SNORD10	652966	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
CD68	968	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
MPDU1	9526	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
SNORA67	26781	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
FXR2	9513	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
SOX15	6665	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
SHBG	6462	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
SAT2	112483	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
ATP1B2	482	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
TP53	7157	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
EFNB3	1949	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
WRAP53	55135	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
DNAH2	146754	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
RPL29P2	118432	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
KDM6B	23135	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
TMEM88	92162	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
CYB5D1	124637	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
CHD3	1107	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
KCNAB3	9196	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
SCARNA21	677763	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
TRAPPC1	58485	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
CNTROB	116840	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
GUCY2D	3000	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
ALOX15B	247	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
ALOX12B	242	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
MIR4314	100422983	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
ALOXE3	59344	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
HES7	84667	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
PER1	5187	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
VAMP2	6844	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
TMEM107	84314	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
C17orf59	54785	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
MIR4521	100616406	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
AURKB	9212	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
LINC00324	284029	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
CTC1	80169	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
PFAS	5198	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
RANGRF	29098	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
SLC25A35	399512	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
ARHGEF15	22899	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
ODF4	146852	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
KRBA2	124751	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
RNF222	643904	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
RPL26	6154	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
NDEL1	81565	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
MYH10	4628	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
CCDC42	146849	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
SPDYE4	388333	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
MFSD6L	162387	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
PIK3R6	146850	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
PIK3R5	23533	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
NTN1	9423	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
STX8	9482	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
USP43	124739	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
DHRS7C	201140	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
GLP2R	9340	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
RCVRN	5957	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
GAS7	8522	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
MYH13	8735	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
MYH8	4626	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
MYH4	4622	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0
